id,grade,numOfBack,numOfForward,numOfPause,numOflearning,totalTime,numOfFast,numOfSlow,currentSession,startTime,currentVedio
d5396352a71702219e46d49ac1a309ca,1,241,470,61,248,97010880,0,0,,,
ccdaf427d0a13d633986e62d6e08d63f,1,18,8,380,346,37568052,0,0,,,
cc9387f977aa933a4a8b6d026b22bf9b,0,0,0,0,4,0,0,0,,,
3b47209dee93a94f1db78929445f4fb2,1,73,276,107,257,38425259,0,0,,,
5d06d26b307bb57fa8892b710eb2d722,0,8,1,54,76,8438209,1,1,,,
2ce0f12e9fe4a11fd543cac509bd7a06,0,0,1,0,16,0,0,0,,,
4124b5177c1f4cd5710c2dacc7d96fbd,0,6,2,102,74,9522567,0,0,,,
f80d453d7f8de934db1bb1c84862bbb8,1,3,23,53,142,12176394,0,0,,,
a96affe8fcc94101e10bb7761267cac3,0,34,160,32,91,11879909,0,0,,,
db706f6560bdf3720d76ce2e06f08043,0,5,10,22,71,4575213,4,3,,,
0b139a3fb621641d0c79d2d478c5bc92,0,1,6,8,32,2247545,1,2,,,
eef510dc9323a6a969990d7b5e340378,0,0,0,1,8,346000,3,0,,,
8126e4848c2afd8ddf216fc1801fd3bf,1,55,271,30,323,29883484,2,2,,,
ffd00dcfc4325ba8247cc771f465b846,0,0,0,0,67,0,0,0,,,
91183f95ea486b8b443733b0aa69f960,0,12,124,21,93,18449004,0,0,,,
7a4ddecd32cba087be8afa925b340c2e,1,20,77,120,271,28327580,9,4,,,
ffae87dc29a7037fa0bc5a2646b78f2f,0,2,94,21,76,9898894,0,0,,,
c11f1f4634008641e36cdbef82ec38e4,1,37,26,162,294,21772520,10,9,,,
c1fa6cb738efdfad30329e21c35518f1,0,4,45,130,196,19921383,2,4,,,
81b7099c9d46d6ed0f38453cb116f3b0,0,52,7,119,145,15144789,0,0,,,
3ea69a3b3fecbb68d82dec11ca4904fa,0,11,8,56,114,6091848,2,5,,,
b1c9cafe109ae47006730f3cca062215,0,0,0,0,100,0,0,0,,,
33192ddedf9c93c5dcc9fe7745116b4e,0,31,14,150,187,17230816,0,0,,,
b3fe4f5a8793b5499e143cdf1253caff,0,3,10,9,23,1223258,1,2,,,
977d11495762f3067f710789e03cb2ec,0,1,7,5,27,1098816,0,0,,,
aabfe8f92a572241f945dc7126faf8fc,0,10,123,16,133,11518101,3,3,,,
57949992c21410839afa686f68681df9,0,6,25,17,222,2515717,1,1,,,
db7cd2a5b1591ffbfb6a1473a3978a60,0,102,0,363,125,41755133,0,0,,,
bc67a3a3aea969cbaaa0c155e8f59317,0,0,2,4,11,739157,0,0,,,
c133ddbd5c123873cf4c70271bd7322f,0,227,154,64,264,38791559,0,0,,,
fff8406e7b47fcdfea71e0e12b74b0ec,0,1,0,30,43,4835421,0,0,,,
6239b83903f2385017956e1891c199eb,0,26,24,113,118,17701677,0,0,,,
6fbb9a398061d20d3001297bee8bd022,0,0,2,5,7,1641930,0,0,,,
96ffa4ed3452cfda2629869dffa2ec11,0,276,20,1057,292,110464066,0,0,,,
5630ac07da385b6537edd11804e2ad5b,0,4,27,12,59,5012760,1,1,,,
f3e61d9d6ec11558d2bcd47ebbf8af08,0,0,0,0,8,0,0,0,,,
1e50acf614b097f81e10a07f226599f7,1,112,138,94,264,48194071,31,24,,,
5736293956daff55f18b8342e06d231b,1,4,0,38,161,6400153,0,0,,,
778076d6da4754c307b642cbdf9c07f4,0,37,17,102,145,13782493,0,0,,,
7f1965cac4133b13906f65d549994580,0,24,189,22,146,20739310,1,1,,,
83227757f7487fbd0347617cc09a1c57,0,26,4,59,141,6835531,0,0,,,
a6da3ece4ed601af58eeac1e1491db5e,0,1,12,0,19,687894,0,0,,,
d0b6f4d8110536086ac878190ec75014,0,143,289,607,873,94694557,0,0,,,
69b988319c4c062b7d9af611f8e423f2,0,4,0,63,71,6807565,0,0,,,
bbfb37ee3712ce9b8cd3e5420b01a9db,0,4,2,36,74,3584737,0,0,,,
5d216e3449861b19c9b639ff66148366,0,0,0,3,40,344623,0,0,,,
e784ac8e42322b17eae672684f404e41,0,14,18,61,77,8740305,0,0,,,
e8e5952e71a9d75c80a47d90f6eb7920,1,27,169,84,208,21371752,0,0,,,
227c951c3db16b1d30cce739d9c2dd28,1,2,28,9,96,3299412,0,0,,,
2d0487ebdb05fa18fd3436e7d75d854c,0,1,0,123,109,10183211,0,0,,,
6dbbc1dcbcbaab70ae10d3ad215ea469,0,0,4,5,39,1036963,0,0,,,
e03c7754c118b90808084c8934436313,0,0,28,14,97,2771250,0,0,,,
e9ac7d09114fc407ee72001b93969889,0,3,13,14,45,2716461,1,0,,,
32855f7901ff4cab9214e199240b021f,1,63,121,96,243,23974383,10,5,,,
c464e4ce56799f0266914597f16eacff,0,7,0,152,148,14757316,0,0,,,
5a6a5cdb24ec6da85d4fd8352cb4a9f4,0,7,5,117,63,10622534,0,0,,,
286a1e347f61b375effd79736e1ab43d,0,8,3,38,117,5881931,4,3,,,
41e9d5296cd3d931a5b4ab449f2df220,1,5,18,34,112,4299140,1,1,,,
c6957de9ce2e4396db81ecef91a5de8a,0,8,20,37,53,4073088,0,0,,,
d43e9846d4b7cbe8c843d10d02b6f2b5,1,129,681,476,578,100732016,2,2,,,
5e989f5faae3f2a74ef488a4a3402315,1,150,39,156,348,37126651,3,3,,,
5a3ea8c9685737fbedb118ebaf1140dd,0,0,11,22,29,3719768,0,0,,,
623e5a1136651b875b7124e55ce30f59,0,1,2,53,100,6537842,10,10,,,
1d9b240647f64fd8768173f0ca2a20f4,0,22,12,734,406,63388777,1,1,,,
01675400b1753ed8db03f42677aef9d9,0,242,25,591,326,69396617,0,0,,,
94dd69013513c2616894ef6dbe01d837,0,42,184,40,223,51857102,0,0,,,
0b6c006e84714af76f7c43bebbeb2315,1,36,44,46,174,15327658,0,0,,,
b33d3a36cfa3cbfdaa8968fd65495afa,1,40,50,282,264,36047992,0,0,,,
2e1201ccecde6846eb25b7be9d14da5d,0,52,20,103,196,19923327,0,0,,,
5d3da6148dbd4703f74756e2b291e79b,0,2,0,18,195,1274303,0,0,,,
d6f2c97ce2ff59be2266a924adc28d81,0,8,2,83,72,3432040,0,0,,,
fe17f53887eb408f24e042210315f071,0,18,18,64,75,9785104,7,5,,,
3ac4cea2c237c01c1724c9de4899028f,0,49,173,138,280,19249291,4,3,,,
200f0229c6c4a46ec0d5716553f17ec9,1,0,0,9,83,892660,0,0,,,
a33b19587071c7e1c11a159fb2d066f2,0,3,1,24,44,3098900,0,0,,,
6fd46df330340ac501b6c0f89c201707,0,0,4,23,56,3196438,0,0,,,
edaf558ae65d6df44d02b30dd7281f59,0,10,1,28,50,3912909,0,0,,,
2f33cd5ca49cb2ac655e23efd85615b2,0,13,18,31,66,10850509,0,0,,,
edf4e61631eb837a87525e8fde205460,0,0,0,0,19,0,0,0,,,
26c135f399c950642d8c20258cec60e0,0,15,11,41,83,5101090,0,0,,,
fbd36cb62b2a60bf4e6f81ebb957d6a5,0,1,13,16,29,4805292,0,0,,,
f0cb5121101f88f426e18a8a25097606,0,175,242,351,404,48888036,2,1,,,
583d084b444be1eb906c6f481ac1a6c3,0,23,12,30,119,12251312,0,0,,,
886f208d861792df9ccfb9793263394d,0,0,28,0,26,2283362,1,1,,,
92d7686741732b11eb4421248b74ae48,1,37,147,66,140,25051617,1,1,,,
b1cbbdf563fe6b795849667f3500c713,0,1,0,40,58,3630693,0,0,,,
943422b4b921a435deccbe5e90051313,0,4,2,20,70,2775786,0,0,,,
c19f71ba3e021dcb9d5776a3698e8ccb,1,34,42,74,215,19939625,0,0,,,
56b771e9405c11f2938abe54054fe692,0,2,1,21,56,2240356,0,0,,,
4db72fa4638a32f89ac068737bed5a5f,0,16,26,37,76,8313884,0,0,,,
24b2d756aba8414d848dbedd17532fa8,0,1,1,9,22,1116203,0,0,,,
d75b5695e8790143da22bde1036996a3,0,58,56,212,434,29445192,0,0,,,
3a6e168bcb76975d3aa41bde25722964,0,2,2,11,36,1813089,0,0,,,
da61be13f8b865a7008113cf2bb780d1,0,3,3,16,38,2417782,1,4,,,
fbf1b7c2c9f0d7cef962e8f0c7b11733,1,10,6,67,203,8281653,0,0,,,
4467002bf828c52eea373cfa8e88a708,1,0,2,4,29,955975,0,0,,,
4b49773c29adff41f2bfd2e175a051ed,1,55,112,127,282,26587905,9,7,,,
adc6076d3c42ca9994c2d251516936f2,1,65,265,94,394,37393963,0,0,,,
f46dd057c211c9348c5f30fc05c960a0,1,20,63,54,204,13209280,0,0,,,
605bd250388596614cfa7ff6e0f142fe,0,0,0,13,40,985873,0,0,,,
3433ef538b5cc2ac8c5a0d3793291091,1,143,46,467,416,59379937,7,8,,,
31b24830109ac109b9f3998e23d1b251,1,0,0,9,85,520188,0,0,,,
4e062ec422f253d260e06fd4adca0de2,0,20,4,75,49,5918480,0,0,,,
43993e7cf78fdcb3122986e654081f92,0,3,14,30,48,5504489,2,2,,,
3792f64d9c7789c24fe0d7415dc4cbcd,1,3,6,4,190,1552971,0,0,,,
15ce458bd136f179df2eb6f2280d0fca,0,22,27,93,106,9519897,0,0,,,
3d9572538726a83b30918ada08b23cdf,0,1,0,13,24,1566850,0,0,,,
e4757a081c2ad63a1ffb0275f7f19219,0,5,4,47,56,3933066,0,0,,,
b11c7fb2fcf9f6b3d5b52d4ba38a664b,0,18,10,38,156,7598042,0,0,,,
d310469b4398208a9737689a4ffc204a,0,2,0,78,112,7800779,0,0,,,
40b2b4b4938ffb1aecb8d00559edc480,1,6,7,7,37,463780,0,0,,,
eb219b59389c32caecbc257bc4bd5363,0,0,0,1,21,845180,0,0,,,
e0a244988800dadf96763fd92e19bdc1,1,5,32,76,169,12282827,1,1,,,
c1e2386e45a35074ad29aa562c207b15,1,122,150,165,515,41881889,1,2,,,
2e011b22aa1a6f5319fc59961578b09c,1,72,26,141,329,26500262,1,0,,,
03727011a1ddd4b70d12f3ebfe6de6d1,0,0,0,20,45,2526824,2,1,,,
ea4183dba4f490e8b7f3e83544fcd4ff,1,9,48,39,160,9202708,0,0,,,
8b5b18a1d2d089612672900087624366,1,29,15,81,127,12837189,0,0,,,
0881e55dde1fe2bf8ca6e64e6af432b5,0,0,13,26,56,1986120,0,0,,,
3d076617768b235fe11980de06f1157c,0,0,0,0,28,26,0,0,,,
e27571de7e923e0782fbfe268ca20e29,0,0,1,11,45,1294040,0,0,,,
70ddbc8d10d9e4b84756e484f6452108,0,2,39,16,37,2669952,0,0,,,
397b043d3291aa3a0fb439c817396c49,0,11,3,29,56,3701908,0,0,,,
0581b9769c27f2a3c76fd77ca011504d,0,5,2,31,61,3789721,0,0,,,
69ecfbdbeff70c70920350482e535c7e,1,0,10,61,141,12528116,4,2,,,
171ef5ee01dd73945e78517e35637c08,0,8,26,5,17,4162332,0,0,,,
093c01620d865aaee66ce66d6d518242,1,46,3,91,205,20386010,4,4,,,
76bfdca87cc781c47a0e164c84e7fa53,1,102,154,223,269,49129263,21,17,,,
0b037b1c8d19229705c9c580f46b7b0d,1,40,54,192,246,27327529,5,6,,,
c2ed0c0cc65f641eca4c7b457a2fcfbb,0,1,0,10,36,3807010,4,3,,,
a6ba5d15e471749a21e4ff6f3db8f7af,0,2,32,15,42,2462874,0,0,,,
f6b5f2dec1b10bbc560affab8c477af4,0,24,23,95,137,11349970,9,7,,,
55202009bb011429da9ce0abe688c905,0,6,15,16,128,7386232,0,1,,,
f7a9166990d39bdb17b13a4297e78ba7,1,62,133,77,187,15386241,0,0,,,
34e57064ee94a91bf8a7205638ffa560,1,9,39,70,173,13835708,7,6,,,
4e66cc55551529c209010b36da5b99b9,1,2,27,14,83,3198965,0,0,,,
3702a8fee71c4dce3e2c1d1b7662f559,0,13,349,10,179,32538340,1,0,,,
eedb6e02a154a053a89dbad521edf703,0,0,0,0,3,0,0,0,,,
9ce91f5d38832c72ade9db28f55eb712,0,1,24,29,42,4618719,2,0,,,
015defebfa592d9d71818e7d09b5193a,0,1,26,24,34,3796268,0,0,,,
a4b3d1dd80710d2632243887eb57fece,0,0,4,7,24,517868,0,0,,,
d5d2c082874d1dd498f349f366524bd9,1,1,3,90,155,9984610,1,0,,,
42ff5bdd079faffb185a58d4a0f39406,0,2,42,10,19,1367050,0,0,,,
89ce7c95e9c5d429c281efbbbbb19b70,0,0,10,12,43,2087849,2,2,,,
122ffb4c5cf19132362815d3e8fedd60,0,0,0,2,34,86413,0,0,,,
4d7d7c7b39ef4713553ea7935fa4605d,0,4,17,23,61,2591976,0,0,,,
ea30d73216fe6f6eadc518581ed38ab2,0,110,177,260,253,38536293,0,0,,,
561ed62cb3f2a147af0e7f7169b76080,1,0,0,0,217,84519,0,0,,,
452b66dcbc0ff99df43750504b61a6fb,0,1,0,14,60,779179,1,1,,,
5ff2ec5e38ef5160d95c401030e342cc,0,23,2,166,92,13720702,0,0,,,
89dce465c190d04968799ea24eff7855,0,10,14,124,105,9482620,1,1,,,
2c8d78969b0a6bd71dee527dcc84bcea,0,1,3,25,46,3010270,0,0,,,
1d4da6ddd69d2f32312f1c72f60f9d57,0,0,3,45,91,6741135,0,0,,,
db11c5c975e9ebc90ec7184c64ec92ac,1,27,17,139,202,16355255,0,0,,,
9b56a2d841feebfebe863e753a551bfd,1,12,1,161,265,19969356,0,0,,,
4aa26785dfda21ccfa810548c9b57824,0,0,0,9,29,1553820,2,0,,,
96d17ff125f9fa0aa6535b8a56d22a4b,0,0,1,0,30,0,0,0,,,
5d92b328e48160a99718264349b0ab04,0,0,0,0,9,86344,0,0,,,
4af7eab4152c4b8ff23bb3c1385d0424,0,11,3,77,382,40129144,0,0,,,
97156d3d085fe57ba966011108a96823,1,28,102,64,191,17639177,1,1,,,
48e3064f5546c4f53468ff13a5a3f4d9,0,0,0,8,30,1627189,0,0,,,
054680dc078a23d4d2fe1bc465e24e4b,1,0,0,0,7,0,0,0,,,
4db2aff91888b64ffde8ed54714d2d73,0,7,7,38,39,3294675,0,0,,,
9c05028d837eabdebb8be0f24d7e9d65,0,12,88,67,124,15574174,0,0,,,
9e61f891624045c04eb06f7232b7e748,0,13,42,33,119,11252775,0,0,,,
a87d4a03bd896c4c29513d5b2e6022b1,0,10,3,32,83,4783768,0,0,,,
61d3378a5d66deed0ac8d4bd7e700331,1,2,0,51,183,7103781,0,0,,,
ebcff6241219a234b94b8c78e4e62d25,0,4,1,6,138,924559,0,0,,,
dd0a31c5fbf16615d861b0c4bd075fa4,1,43,20,66,194,43474863,2,0,,,
bbf79998bc3711f7101c666c75c85549,0,0,0,0,10,0,0,0,,,
6facca9a0b53d19a01d83f313a7f07cf,1,37,75,71,193,18504051,3,3,,,
9049ae5b171e4c80c11a1430ae291e7c,0,0,1,42,146,6685290,2,1,,,
83c40df7e662a55bec6f6d58657194f8,0,11,2,44,118,4318056,5,6,,,
013ee0cbdb6d463a565e18a87972d689,0,2,1,14,23,1040791,0,0,,,
43c5b50cdbdcd223025bedc4e4ef9895,1,1,14,48,189,10960667,0,0,,,
447341483cd58b49f6942608c5203b96,0,4,4,24,77,3079322,0,0,,,
e1ba8745878864048c7d2a9431b12e39,0,0,4,16,37,2851129,0,0,,,
f45b459f4c74c1c43cd3a7b3b6f48531,0,16,10,48,194,4977636,0,0,,,
5740c465d9e70414e6feea788b798f0f,1,50,146,81,228,19004714,0,0,,,
6bfe165b4ea4cc70d6b6c757b0f131db,0,2,22,2,40,1816931,0,0,,,
fcf35a42d62f3fb0d08e3f8adfe8451f,0,0,0,0,18,0,0,0,,,
04e9ee920a00776ffb1792d13af56363,1,7,28,83,187,12348378,0,0,,,
4c0b111056b5de044b919601223a9e3d,1,22,91,64,175,18225297,0,0,,,
9e20165b35e8d73c44b4ee06b61e0069,1,11,18,116,176,14429761,14,10,,,
0cc399e3ac201d5ed9c2d276e813ac07,1,28,118,32,190,17270370,0,0,,,
69b7569a1d1432e50aa28c9f5c969fdf,0,1,3,12,50,1775714,0,0,,,
e24946b3aa7730fad567e33f9fe7a497,0,0,0,1,57,19,0,0,,,
b0b2558241a5d47d833ffff7f81fb378,0,28,25,75,220,18197395,15,15,,,
bf18a3924a0acd2ab4c5e1736db3d529,0,30,51,120,298,22866851,0,0,,,
a8d3054a25e37919687630f5cd501bfb,0,26,24,119,202,17421952,0,0,,,
36b7827adea7be10ae6a129d25af7a29,0,23,42,71,156,13982298,0,0,,,
980847d0207d66e7ca48b34a63731c46,0,0,0,0,40,0,0,0,,,
fef804130a7dc6e79111f9f233ced0e4,0,1,6,22,43,2934757,0,0,,,
7b187c769b3db727f222e66112e3915f,1,32,48,232,275,25399035,0,1,,,
454d8c9f52a381a818321e189ca52193,0,0,0,75,256,9631294,0,0,,,
828f2b1f0580eb1eb2dc6926307e16a7,0,3,10,19,71,6034148,5,3,,,
37b31bb35dffa43ed1d9ecbf876d9b9a,0,2,19,20,54,4378956,0,0,,,
5c0e361938d65e973844741617ed7578,0,5,10,121,135,13560951,3,4,,,
062b3454bcd3c3dbfe461d04773d8054,0,11,51,14,15,3744265,1,1,,,
84a4f01cd3b8f37b7296375735cc21ff,0,2,1,10,31,1375560,0,0,,,
b33b91b003d59e3482d1f96e63575b00,1,9,75,28,148,9676804,0,0,,,
50276471642086c01b7724a4ec22cf01,0,10,11,16,53,3715119,2,0,,,
7f50d714fb4b48d9742cac60a9f67580,0,5,13,46,43,5066541,1,0,,,
2c23d9114c6c4240563f68540c03b580,0,8,0,46,94,6968456,0,0,,,
f84f2fdf407f8b411806764296876d50,0,4,12,11,49,1464522,0,0,,,
c98bf0dba2b31e5be355c3d941688efb,0,11,9,54,93,9420013,7,5,,,
404cc6c8ac7e91b44e7834e3cbebfe2f,1,1,32,11,49,3713963,0,0,,,
2eac3b91503568558cea24e83a55af74,0,3,10,31,57,3285096,4,5,,,
86de1c9960a542c60d978fcf56dd42f2,1,10,63,58,192,13682073,0,0,,,
